Site-YearCode,Transect,Point,Height ,Species,Plant code,Native Status,Life History,Stature
NUWO-2012,9.0,5.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,15.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,20.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,25.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,45.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,50.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,55.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,65.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,75.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,85.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,110.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,115.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,135.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,150.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,155.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,160.0,Low,Bare ground,BG,-,-,-
NUWO-2012,9.0,165.0,Low,Bare ground,BG,-,-,-
NMS-2011,36.0,11.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2011,36.0,7.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2011,32.0,11.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2011,28.0,23.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,8.0,20.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,8.0,8.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,16.0,20.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,20.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,20.0,12.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,24.0,8.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,28.0,20.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,32.0,12.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,36.0,12.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,36.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,36.0,20.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,40.0,24.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,16.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,36.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,52.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,64.0,16.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2011,36.0,7.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2012,20.0,12.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,44.0,16.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,48.0,12.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NMS-2010,64.0,16.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,1.0,132.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,1.0,152.0,Medium,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,6.0,77.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,6.0,112.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,6.0,122.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,11.0,172.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,11.0,182.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,16.0,62.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2010,16.0,157.0,Low,Briza maxima,BRMA,Exotic,Annual,Grass
NUWO-2012,1.0,75.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,1.0,120.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,1.0,125.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,1.0,150.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,1.0,155.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,5.0,80.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,5.0,105.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,5.0,115.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,5.0,125.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,5.0,135.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,13.0,65.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,9.0,70.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,9.0,105.0,Low,Briza maxima,BRMA,-,-,-
NUWO-2012,9.0,145.0,Low,Briza maxima,BRMA,-,-,-
NMS-2010,16.0,20.0,Low,BRMA litter,BRMA,Exotic,Annual,Grass
NMS-2012,36.0,16.0,Low,Bromus carinatus ssp. maritimus,BRCAMA,-,-,-
NMS-2011,16.0,15.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,16.0,11.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,20.0,7.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,24.0,11.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,60.0,15.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-4.0,15.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-8.0,23.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-8.0,19.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-8.0,-1.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,40.0,3.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,36.0,15.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,36.0,11.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,36.0,3.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,44.0,7.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,48.0,19.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,52.0,-1.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,4.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,8.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,8.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,16.0,8.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,16.0,12.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,16.0,16.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,20.0,8.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,24.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,24.0,8.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,28.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,32.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,32.0,0.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,40.0,12.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,40.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,52.0,0.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,56.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,56.0,16.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,56.0,20.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,60.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,60.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,64.0,16.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,64.0,0.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,68.0,8.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2012,68.0,16.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,12.0,4.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,16.0,0.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,28.0,20.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,40.0,0.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,52.0,16.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,52.0,20.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,80.0,24.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-4.0,11.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,-8.0,23.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2011,48.0,3.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NMS-2010,12.0,4.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,1.0,102.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,1.0,107.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,1.0,157.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,62.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,72.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,72.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,102.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,107.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,117.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,122.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,127.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,167.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,11.0,7.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,11.0,92.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,11.0,107.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,107.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,112.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,122.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,142.0,Low,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,147.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2010,16.0,157.0,Medium,Bromus diandrus,BRDI,Exotic,Annual,Grass
NUWO-2012,1.0,70.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,75.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,80.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,85.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,110.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,160.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,165.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,1.0,185.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,0.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,10.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,25.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,60.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,65.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,75.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,80.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,85.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,115.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,125.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,130.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,135.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,145.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,150.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,5.0,195.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,50.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,55.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,65.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,70.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,80.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,90.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,95.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,110.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,115.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,125.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,140.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,145.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,155.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,170.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,13.0,175.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,40.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,50.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,65.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,75.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,85.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,90.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,100.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,110.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,115.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,130.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,140.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,155.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,165.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,170.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,175.0,Low,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,170.0,Medium,Bromus diandrus,BRDI,-,-,-
NUWO-2012,9.0,180.0,Medium,Bromus diandrus,BRDI,-,-,-
NMS-2010,16.0,8.0,Low,BRDI litter,BRDI,Exotic,Annual,Grass
NUWO-2010,6.0,162.0,Low,BRDI litter,BRDI,Exotic,Annual,Grass
NUWO-2010,11.0,97.0,Low,BRDI litter,BRDI,Exotic,Annual,Grass
NUWO-2012,1.0,170.0,Low,Bromus hordeaceus,BRHO,-,-,-
NUWO-2010,16.0,137.0,Medium,Brushpile,-,-,-,-
NUWO-2010,16.0,137.0,Low,Brushpile,-,-,-,-
NMS-2012,68.0,4.0,Low,Carduus pycnocephalus,CAPY,Exotic,Annual,Forb
NMS-2010,36.0,4.0,Low,Carduus pycnocephalus,CAPY,Exotic,Annual,Forb
NMS-2012,60.0,4.0,Medium,Carduus pycnocephalus,CAPY,Exotic,Annual,Forb
NMS-2012,64.0,0.0,Medium,Carduus pycnocephalus,CAPY,Exotic,Annual,Forb
NMS-2012,32.0,12.0,Low,Castilleja affinis,CAAF,-,-,-
NMS-2012,60.0,4.0,Low,Ceanothus thrysiflorus,CETH,Native,Perennial,Shrub
NUWO-2012,13.0,0.0,Low,Ceanothus thrysiflorus,CETH,-,-,-
NMS-2011,28.0,11.0,Low,Ceanothus thyrsiflorus,CETH,Native,Perennial,Shrub
NMS-2010,40.0,12.0,Low,Ceanothus thyrsiflorus,CETH,Native,Perennial,Shrub
NUWO-2010,16.0,52.0,Low,Ceanothus thyrsiflorus,CETH,Native,Perennial,Shrub
NMS-2010,8.0,0.0,Low,Cerastium glomeratum,CEGL,Exotic,Annual,Forb
NMS-2010,36.0,12.0,Low,Cerastium glomeratum,CEGL,Exotic,Annual,Forb
NMS-2010,36.0,16.0,Low,Cerastium glomeratum,CEGL,Exotic,Annual,Forb
NMS-2010,52.0,24.0,Low,Cerastium glomeratum,CEGL,Exotic,Annual,Forb
NMS-2010,80.0,24.0,Low,Cerastium glomeratum,CEGL,Exotic,Annual,Forb
NUWO-2012,9.0,135.0,Low,Cerastium glomeratum,CEGL,-,-,-
NMS-2012,16.0,12.0,Low,Chenopodium califoricum,CHCA,-,-,-
NMS-2012,16.0,12.0,Medium,Chenopodium califoricum,CHCA,-,-,-
NMS-2011,4.0,15.0,Low,Cirsium occidentale,CIOC,-,-,-
NMS-2011,24.0,23.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,60.0,19.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,-8.0,7.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,40.0,19.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,36.0,23.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,36.0,19.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,44.0,23.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,48.0,23.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,52.0,19.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,56.0,19.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,56.0,1.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2011,56.0,7.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,28.0,8.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,52.0,24.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,56.0,24.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,60.0,16.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,64.0,20.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,64.0,12.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,68.0,20.0,Low,Claytonia perfoliata,CLPE,-,-,-
NMS-2012,68.0,24.0,Low,Claytonia perfoliata,CLPE,-,-,-
NUWO-2012,1.0,60.0,Low,Claytonia Perfoliata,CLPE,-,-,-
NMS-2011,32.0,7.0,Low,Conyza sp.,COSP,-,-,-
NUWO-2010,6.0,182.0,Low,Conyza sp.,COSP,Native,Annual,Forb
NUWO-2010,11.0,32.0,Low,CUMA litter,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,42.0,Low,CUMA litter,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,87.0,Low,CUMA litter,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,162.0,Low,CUMA litter,CUMA,Exotic,Perennial,Tree
NMS-2011,64.0,7.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2011,64.0,3.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,76.0,0.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,76.0,4.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,76.0,8.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,80.0,0.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,80.0,4.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NMS-2010,80.0,8.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,1.0,7.0,Medium,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,1.0,42.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,1.0,47.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,9.0,25.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,35.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,40.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,45.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,50.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,85.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,100.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,105.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,110.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,115.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,120.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2010,6.0,27.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,6.0,32.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,9.0,125.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2010,6.0,37.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,6.0,42.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,6.0,47.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,9.0,150.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,155.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,160.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2012,9.0,165.0,SH,Cupressus macrocarpa,-,-,-,-
NUWO-2010,6.0,157.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,6.0,162.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,6.0,167.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,1.0,5.0,High,Cupressus macrocarpa,CUMA,-,-,-
NUWO-2012,5.0,180.0,High,Cupressus macrocarpa,CUMA,-,-,-
NUWO-2010,11.0,2.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,13.0,40.0,High,Cupressus macrocarpa,CUMA,-,-,-
NUWO-2010,11.0,27.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,32.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,37.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,47.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,52.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,87.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,102.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,107.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,122.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,152.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,157.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,162.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,11.0,167.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,2.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,22.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,27.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,32.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,37.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,42.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,47.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,82.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,87.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,92.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,97.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,102.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,107.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,112.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,122.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,127.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,132.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,137.0,Low,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,137.0,Medium,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,137.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,142.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,147.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,157.0,Medium,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,157.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2010,16.0,167.0,High,Cupressus macrocarpa,CUMA,Exotic,Perennial,Tree
NUWO-2012,9.0,30.0,Low,Cupressus macrocarpa,-,-,-,-
